locs,techs,timesteps,storage
Moz-North-Center,storageD,2005-01-01 00:00:00,44149882295.02562
Moz-North-Center,storageD,2005-01-01 01:00:00,44141746266.02562
Moz-North-Center,storageD,2005-01-01 02:00:00,44139829043.785355
Moz-North-Center,storageD,2005-01-01 03:00:00,44131693014.785355
Moz-North-Center,storageD,2005-01-01 04:00:00,44129776279.68811
Moz-North-Center,storageD,2005-01-01 05:00:00,44121640250.68811
Moz-North-Center,storageD,2005-01-01 06:00:00,44120522177.16584
Moz-North-Center,storageD,2005-01-01 07:00:00,44112386148.16584
Moz-North-Center,storageD,2005-01-01 08:00:00,44111451159.246796
Moz-North-Center,storageD,2005-01-01 09:00:00,44103315130.246796
Moz-North-Center,storageD,2005-01-01 10:00:00,44101737398.867744
Moz-North-Center,storageD,2005-01-01 11:00:00,44093601369.867744
Moz-North-Center,storageD,2005-01-01 12:00:00,44092941667.79625
Moz-North-Center,storageD,2005-01-01 13:00:00,44084805638.79625
Moz-North-Center,storageD,2005-01-01 14:00:00,44083151814.49029
Moz-North-Center,storageD,2005-01-01 15:00:00,44075015785.49029
Moz-North-Center,storageD,2005-01-01 16:00:00,44073394128.78631
Moz-North-Center,storageD,2005-01-01 17:00:00,44065258099.78631
Moz-North-Center,storageD,2005-01-01 18:00:00,44064968930.587875
Moz-North-Center,storageD,2005-01-01 19:00:00,44056832901.587875
Moz-North-Center,storageD,2005-01-01 20:00:00,44057095203.17889
Moz-North-Center,storageD,2005-01-01 21:00:00,44048959174.17889
Moz-North-Center,storageD,2005-01-01 22:00:00,44047261749.730515
Moz-North-Center,storageD,2005-01-01 23:00:00,44039125720.730515
Moz-North-Center,storageD,2005-01-02 00:00:00,44037212187.64413
Moz-North-Center,storageD,2005-01-02 01:00:00,44029076158.64413
Moz-North-Center,storageD,2005-01-02 02:00:00,44027163109.46612
Moz-North-Center,storageD,2005-01-02 03:00:00,44019027080.46612
Moz-North-Center,storageD,2005-01-02 04:00:00,44017114519.15787
Moz-North-Center,storageD,2005-01-02 05:00:00,44008978490.15787
Moz-North-Center,storageD,2005-01-02 06:00:00,44007864674.59997
Moz-North-Center,storageD,2005-01-02 07:00:00,44007118069.36338
Moz-North-Center,storageD,2005-01-02 08:00:00,44006187414.96703
Moz-North-Center,storageD,2005-01-02 09:00:00,44004736023.87026
Moz-North-Center,storageD,2005-01-02 10:00:00,43996599994.87026
Moz-North-Center,storageD,2005-01-02 11:00:00,43995577231.471405
Moz-North-Center,storageD,2005-01-02 12:00:00,43994922088.79578
Moz-North-Center,storageD,2005-01-02 13:00:00,43993715969.31873
Moz-North-Center,storageD,2005-01-02 14:00:00,43992066538.11439
Moz-North-Center,storageD,2005-01-02 15:00:00,43983930509.11439
Moz-North-Center,storageD,2005-01-02 16:00:00,43975794480.11439
Moz-North-Center,storageD,2005-01-02 17:00:00,43967658451.11439
Moz-North-Center,storageD,2005-01-02 18:00:00,43959522422.11439
Moz-North-Center,storageD,2005-01-02 19:00:00,43960493456.94005
Moz-North-Center,storageD,2005-01-02 20:00:00,43952357427.94005
Moz-North-Center,storageD,2005-01-02 21:00:00,43951399210.1327
Moz-North-Center,storageD,2005-01-02 22:00:00,43943263181.1327
Moz-North-Center,storageD,2005-01-02 23:00:00,43941353597.28833
Moz-North-Center,storageD,2005-01-03 00:00:00,43933217568.28833
Moz-North-Center,storageD,2005-01-03 01:00:00,43931308469.14761
Moz-North-Center,storageD,2005-01-03 02:00:00,43923172440.14761
Moz-North-Center,storageD,2005-01-03 03:00:00,43921263821.13275
Moz-North-Center,storageD,2005-01-03 04:00:00,43913127792.13275
Moz-North-Center,storageD,2005-01-03 05:00:00,43911223259.48525
Moz-North-Center,storageD,2005-01-03 06:00:00,43909778953.45184
